geo,Name,State,Value,,
05065,Izard,Arkansas,121.9840441,,
05067,Jackson,Arkansas,181.0185973,,
05069,Jefferson,Arkansas,113.0353098,,
05071,Johnson,Arkansas,173.2913186,,
05073,Lafayette,Arkansas,205.1832105,,
05075,Lawrence,Arkansas,101.1813471,,
05077,Lee,Arkansas,135.6547216,,
05079,Lincoln,Arkansas,58.46448739,,
05081,Little River,Arkansas,136.5812317,,
05083,Logan,Arkansas,151.4013636,,
05085,Lonoke,Arkansas,119.2024398,,
05087,Madison,Arkansas,8.78310409,,
05089,Marion,Arkansas,38.52479804,,
05091,Miller,Arkansas,122.1343799,,
05093,Mississippi,Arkansas,120.9563603,,
05095,Monroe,Arkansas,233.0101621,,
05099,Nevada,Arkansas,163.4369538,,
05101,Newton,Arkansas,50.0069691,,
05103,Ouachita,Arkansas,158.3378533,,
05105,Perry,Arkansas,178.7071448,,
05107,Phillips,Arkansas,23.63192238,,
05109,Pike,Arkansas,154.2093832,,
05111,Poinsett,Arkansas,148.8766077,,
05113,Polk,Arkansas,142.3040502,,
05115,Pope,Arkansas,49.57556315,,
05117,Prairie,Arkansas,124.4060009,,
05119,Pulaski,Arkansas,159.3512302,,
05121,Randolph,Arkansas,89.4247268,,
05123,St Francis,Arkansas,147.9708897,,
05125,Saline,Arkansas,190.9581474,,
05127,Scott,Arkansas,135.9330068,,
05129,Searcy,Arkansas,89.54555722,,
05131,Sebastian,Arkansas,144.7428839,,
05133,Sevier,Arkansas,113.7886517,,
05135,Sharp,Arkansas,124.0570251,,
05137,Stone,Arkansas,168.480426,,
05139,Union,Arkansas,98.31049027,,
05141,Van Buren,Arkansas,160.5486478,,
05143,Washington,Arkansas,149.5812501,,
05145,White,Arkansas,162.4273026,,
05147,Woodruff,Arkansas,92.49562492,,
05149,Yell,Arkansas,150.0348085,,
06001,Alameda,California,92.75504683,,
06003,Alpine,California,193.8153773,,
06005,Amador,California,192.5697708,,
06007,Butte,California,171.8750658,,
06009,Calaveras,California,195.1389157,,
06011,Colusa,California,131.9302031,,
06013,Contra Costa,California,253.136754,,
06015,Del Norte,California,156.8044772,,
06017,El Dorado,California,138.1586155,,
06019,Fresno,California,62.96453436,,
06021,Glenn,California,120.3689754,,
06023,Humboldt,California,99.28931245,,
06025,Imperial,California,153.5975399,,
06027,Inyo,California,90.34757616,,
06029,Kern,California,149.0756651,,
06031,Kings,California,150.295745,,
06033,Lake,California,133.1255546,,
06035,Lassen,California,47.30090541,,
06037,Los Angeles,California,113.2636528,,
06039,Madera,California,159.7321556,,
06041,Marin,California,134.5615299,,
06043,Mariposa,California,69.66836091,,
06045,Mendocino,California,127.465604,,
06047,Merced,California,58.66447945,,
06049,Modoc,California,115.1390568,,
06051,Mono,California,86.42009709,,
06053,Monterey,California,164.6056957,,
06055,Napa,California,18.38561869,,
06057,Nevada,California,236.6982365,,
06059,Orange,California,184.4366249,,
06061,Placer,California,163.7168291,,
06063,Plumas,California,26.99922864,,
06065,Riverside,California,186.8888905,,
06067,Sacramento,California,130.1604763,,
06069,San Benito,California,1.114613249,,
06071,San Bernardino,California,191.1486798,,
06073,San Diego,California,106.6968703,,
06075,San Francisco,California,192.9412308,,
06077,San Joaquin,California,73.40655836,,
06079,San Luis Obispo,California,91.0545526,,
06081,San Mateo,California,221.6996736,,
06083,Santa Barbara,California,169.7153783,,
06085,Santa Clara,California,138.3932578,,
06087,Santa Cruz,California,149.6464266,,
06089,Shasta,California,157.8363307,,
06091,Sierra,California,195.620825,,
06093,Siskiyou,California,116.0791342,,
06095,Solano,California,112.5946763,,
06097,Sonoma,California,91.17232569,,
06099,Stanislaus,California,91.65746759,,
06101,Sutter,California,84.9215119,,
06103,Tehama,California,126.9064042,,
06105,Trinity,California,165.1113235,,
06107,Tulare,California,170.3534859,,
06109,Tuolumne,California,60.65638927,,
06111,Ventura,California,146.3271832,,
06113,Yolo,California,233.3245336,,
06115,Yuba,California,142.2914915,,
08001,Adams,Colorado,123.1156918,,
08003,Alamosa,Colorado,166.2214787,,
08005,Arapahoe,Colorado,179.4371827,,
08007,Archuleta,Colorado,119.7173398,,
08009,Baca,Colorado,138.3597777,,
08011,Bent,Colorado,113.4102737,,
08013,Boulder,Colorado,86.54479965,,
08014,Broomfield,Colorado,157.5973695,,
08015,Chaffee,Colorado,145.1730417,,
08017,Cheyenne,Colorado,129.0405033,,
08019,Clear Creek,Colorado,139.2887616,,
08021,Conejos,Colorado,97.67893371,,
08023,Costilla,Colorado,101.3261087,,
08025,Crowley,Colorado,121.8998994,,
08027,Custer,Colorado,163.0376551,,
08029,Delta,Colorado,120.844233,,
08031,Denver,Colorado,9.439422897,,
08033,Dolores,Colorado,192.1641109,,
08035,Douglas,Colorado,132.0125126,,
08037,Eagle,Colorado,216.4361541,,
08039,Elbert,Colorado,93.48709476,,
08041,El Paso,Colorado,212.8259447,,
08043,Fremont,Colorado,154.9156292,,
08045,Garfield,Colorado,215.8463629,,
08047,Gilpin,Colorado,115.9815756,,
08049,Grand,Colorado,18.69175455,,
08051,Gunnison,Colorado,44.65271233,,
08053,Hinsdale,Colorado,25.46246008,,
08055,Huerfano,Colorado,140.6101431,,
08057,Jackson,Colorado,143.8612238,,
08059,Jefferson,Colorado,133.6399409,,
08061,Kiowa,Colorado,146.7474593,,
08063,Kit Carson,Colorado,89.31097602,,
08065,Lake,Colorado,97.10158684,,
08067,La Plata,Colorado,71.12903221,,
08069,Larimer,Colorado,140.6797591,,
08071,Las Animas,Colorado,125.3526355,,
08073,Lincoln,Colorado,126.6262132,,
08075,Logan,Colorado,156.0312024,,
08077,Mesa,Colorado,124.9333383,,
08079,Mineral,Colorado,131.3074803,,
08081,Moffat,Colorado,202.6361946,,
08083,Montezuma,Colorado,168.8105272,,
08085,Montrose,Colorado,155.7778706,,
08087,Morgan,Colorado,75.14806307,,
08089,Otero,Colorado,141.405932,,
08091,Ouray,Colorado,147.9289574,,
08093,Park,Colorado,157.3946685,,
08095,Phillips,Colorado,97.99043602,,
08097,Pitkin,Colorado,155.1452613,,
08099,Prowers,Colorado,74.35916677,,
08101,Pueblo,Colorado,104.3676382,,
08103,Rio Blanco,Colorado,27.51874824,,
08105,Rio Grande,Colorado,115.5819016,,
08107,Routt,Colorado,111.3229249,,
08109,Saguache,Colorado,137.5788625,,
08111,San Juan,Colorado,86.88437724,,
08113,San Miguel,Colorado,109.1285247,,
08115,Sedgwick,Colorado,47.25357553,,
08117,Summit,Colorado,192.6654026,,
08119,Teller,Colorado,118.8166537,,
08121,Washington,Colorado,96.7673862,,
08123,Weld,Colorado,162.1062084,,
08125,Yuma,Colorado,227.9947737,,
09001,Fairfield,Connecticut,172.3971179,,
09003,Hartford,Connecticut,191.6388831,,
09005,Litchfield,Connecticut,76.55216477,,
09007,Middlesex,Connecticut,215.5568788,,
09009,New Haven,Connecticut,115.1903187,,
09011,New London,Connecticut,134.6963466,,
09013,Tolland,Connecticut,92.01751203,,
09015,Windham,Connecticut,145.4790724,,
10001,Kent,Delaware,105.0859081,,
10003,New Castle,Delaware,168.0607913,,
10005,Sussex,Delaware,101.5639031,,
11001,District of Columbia,District of Columbia,117.2771455,,
11031,Montgomery,District of Columbia,56.24466961,,
12001,Alachua,Florida,75.4674811,,
12003,Baker,Florida,86.81234453,,
12005,Bay,Florida,100.1568511,,
12007,Bradford,Florida,127.4047526,,
12009,Brevard,Florida,163.5692082,,
12011,Broward,Florida,144.8924301,,
12013,Calhoun,Florida,53.41454368,,
12015,Charlotte,Florida,116.8803769,,
12017,Citrus,Florida,173.7291575,,
12019,Clay,Florida,172.6494641,,
12021,Collier,Florida,146.2904865,,
12023,Columbia,Florida,141.9363623,,
12027,De Soto,Florida,90.23333151,,
12029,Dixie,Florida,156.8142389,,
12031,Duval,Florida,219.690059,,
12033,Escambia,Florida,110.9870299,,
12035,Flagler,Florida,144.2333246,,
12037,Franklin,Florida,126.7913796,,
12039,Gadsden,Florida,26.18080717,,
12041,Gilchrist,Florida,189.7449542,,
12043,Glades,Florida,180.1470665,,
12045,Gulf,Florida,169.0254155,,
12047,Hamilton,Florida,75.99848106,,
12049,Hardee,Florida,93.81146446,,
12051,Hendry,Florida,157.1082678,,
12053,Hernando,Florida,53.03625309,,
12055,Highlands,Florida,157.8849935,,
12057,Hillsborough,Florida,155.791174,,
12059,Holmes,Florida,52.13194546,,
12061,Indian River,Florida,136.1007693,,
12063,Jackson,Florida,82.98875533,,
12065,Jefferson,Florida,76.13687729,,
12067,Lafayette,Florida,151.7438257,,
12069,Lake,Florida,96.99406373,,
12071,Lee,Florida,83.72795923,,
12073,Leon,Florida,63.06146072,,
12075,Levy,Florida,120.1771242,,
12077,Liberty,Florida,58.45195002,,
12079,Madison,Florida,230.7144528,,
12081,Manatee,Florida,188.8197186,,
12083,Marion,Florida,224.2238291,,
12085,Martin,Florida,130.1681262,,
12086,Miami-Dade,Florida,172.9325422,,
12087,Monroe,Florida,205.2406579,,
12089,Nassau,Florida,95.05153838,,
12091,Okaloosa,Florida,128.8005545,,
12093,Okeechobee,Florida,98.04571434,,
12095,Orange,Florida,246.3264642,,
12097,Osceola,Florida,47.09660236,,
12099,Palm Beach,Florida,202.4385431,,
12101,Pasco,Florida,78.57014408,,
12103,Pinellas,Florida,80.33214882,,
12105,Polk,Florida,199.9322308,,
12107,Putnam,Florida,89.12667357,,
12109,St Johns,Florida,189.8500806,,
12111,St Lucie,Florida,120.2800997,,
12113,Santa Rosa,Florida,187.0446334,,
12115,Sarasota,Florida,119.3005482,,
12117,Seminole,Florida,111.8077405,,
12119,Sumter,Florida,106.7477259,,
12121,Suwannee,Florida,163.7709652,,
12123,Taylor,Florida,76.70701951,,
12125,Union,Florida,57.53737998,,
12127,Volusia,Florida,105.9694277,,
12129,Wakulla,Florida,68.96287049,,
12131,Walton,Florida,87.98855483,,
12133,Washington,Florida,152.4208067,,
13001,Appling,Georgia,54.34528495,,
13003,Atkinson,Georgia,160.9800799,,
13005,Bacon,Georgia,177.9994618,,
13007,Baker,Georgia,149.7517903,,
13009,Baldwin,Georgia,104.5609205,,
13011,Banks,Georgia,90.52536674,,
13013,Barrow,Georgia,108.4845408,,
13015,Bartow,Georgia,53.68122621,,
13017,Ben Hill,Georgia,94.8895655,,
13019,Berrien,Georgia,104.234071,,
13021,Bibb,Georgia,178.235625,,
13023,Bleckley,Georgia,173.876119,,
13025,Brantley,Georgia,136.733107,,
13027,Brooks,Georgia,44.58760067,,
13029,Bryan,Georgia,178.9628671,,
13031,Bulloch,Georgia,103.3225211,,
13033,Burke,Georgia,60.59451808,,
13035,Butts,Georgia,228.6963422,,
13037,Calhoun,Georgia,245.793338,,
13039,Camden,Georgia,107.4335818,,
13043,Candler,Georgia,159.5254161,,
13045,Carroll,Georgia,169.6970917,,
13047,Catoosa,Georgia,180.3803844,,
13049,Charlton,Georgia,113.6738644,,
13051,Chatham,Georgia,95.3743348,,
13053,Chattahoochee,Georgia,70.66572991,,
13055,Chattooga,Georgia,190.5922377,,
13057,Cherokee,Georgia,94.12279389,,
13059,Clarke,Georgia,194.0986734,,
13061,Clay,Georgia,45.20850221,,
13063,Clayton,Georgia,88.1968002,,
13065,Clinch,Georgia,115.6015693,,
13067,Cobb,Georgia,224.8222329,,
13069,Coffee,Georgia,111.2923092,,
13071,Colquitt,Georgia,134.264011,,
13073,Columbia,Georgia,46.60944591,,
13075,Cook,Georgia,123.6112475,,
13077,Coweta,Georgia,86.2955132,,
13079,Crawford,Georgia,135.0556289,,
13081,Crisp,Georgia,154.0621619,,
13083,Dade,Georgia,102.8164429,,
13085,Dawson,Georgia,80.0567955,,
13087,Decatur,Georgia,37.17988682,,
13089,De Kalb,Georgia,162.1090348,,
13091,Dodge,Georgia,158.4410774,,
13093,Dooly,Georgia,143.9203405,,
13095,Dougherty,Georgia,77.26259416,,
13097,Douglas,Georgia,72.20944846,,
13099,Early,Georgia,74.05727746,,
13101,Echols,Georgia,76.45540876,,
13103,Effingham,Georgia,140.675393,,
13105,Elbert,Georgia,153.7501173,,
13107,Emanuel,Georgia,92.28520523,,
13109,Evans,Georgia,110.6737057,,
13111,Fannin,Georgia,128.5517817,,
13113,Fayette,Georgia,192.3320844,,
13115,Floyd,Georgia,158.8145011,,
13117,Forsyth,Georgia,142.6636234,,
13119,Franklin,Georgia,159.9559922,,
13121,Fulton,Georgia,189.8111323,,
13123,Gilmer,Georgia,112.5232,,
13125,Glascock,Georgia,154.559067,,
13127,Glynn,Georgia,71.04201927,,
13129,Gordon,Georgia,141.5312017,,
13131,Grady,Georgia,139.9825415,,
13133,Greene,Georgia,120.0830704,,
13135,Gwinnett,Georgia,180.3381382,,
13137,Habersham,Georgia,116.9170914,,
13139,Hall,Georgia,142.442267,,
13141,Hancock,Georgia,202.0175319,,
13143,Haralson,Georgia,201.1172455,,
13145,Harris,Georgia,174.5576604,,
13147,Hart,Georgia,211.2748797,,
13149,Heard,Georgia,147.2751995,,
13151,Henry,Georgia,77.00676159,,
13153,Houston,Georgia,102.0201448,,
13155,Irwin,Georgia,160.72467,,
13157,Jackson,Georgia,41.35125114,,
13159,Jasper,Georgia,175.9611698,,
13161,Jeff Davis,Georgia,218.4109657,,
13163,Jefferson,Georgia,72.99758691,,
13165,Jenkins,Georgia,40.16775301,,
13167,Johnson,Georgia,116.7587901,,
13169,Jones,Georgia,161.9451825,,
13171,Lamar,Georgia,101.2932667,,
13173,Lanier,Georgia,186.5214676,,
13175,Laurens,Georgia,186.9987589,,
13177,Lee,Georgia,225.2967057,,
13179,Liberty,Georgia,138.8586669,,
13181,Lincoln,Georgia,146.4172497,,
13183,Long,Georgia,178.4684643,,
13185,Lowndes,Georgia,87.82954086,,
13187,Lumpkin,Georgia,183.4229664,,
13189,McDuffie,Georgia,174.7854085,,
13191,McIntosh,Georgia,15.15246021,,
13193,Macon,Georgia,106.5837295,,
13195,Madison,Georgia,228.6878337,,
13197,Marion,Georgia,112.2661884,,
13199,Meriwether,Georgia,91.8561495,,
13201,Miller,Georgia,116.5531506,,
13205,Mitchell,Georgia,204.4986442,,
13207,Monroe,Georgia,89.15123632,,
13209,Montgomery,Georgia,101.5000333,,
13211,Morgan,Georgia,100.8914561,,
13213,Murray,Georgia,172.7220088,,
13215,Muscogee,Georgia,73.99425293,,
13217,Newton,Georgia,44.97996922,,
13219,Oconee,Georgia,119.5856876,,
13221,Oglethorpe,Georgia,109.3933409,,
13223,Paulding,Georgia,171.2302365,,
13225,Peach,Georgia,101.4751186,,
13227,Pickens,Georgia,97.48523486,,
13229,Pierce,Georgia,178.8085027,,
13231,Pike,Georgia,215.0077569,,
13233,Polk,Georgia,42.0437539,,
13235,Pulaski,Georgia,57.08656168,,
13237,Putnam,Georgia,111.2129456,,
13239,Quitman,Georgia,266.5488114,,
13241,Rabun,Georgia,152.8857485,,
13243,Randolph,Georgia,43.8663153,,
13245,Richmond,Georgia,247.7787265,,
13247,Rockdale,Georgia,147.16874,,
13249,Schley,Georgia,149.6390235,,
13251,Screven,Georgia,116.3087514,,
13253,Seminole,Georgia,80.0701231,,
13255,Spalding,Georgia,60.53505033,,
13257,Stephens,Georgia,117.9144985,,
13259,Stewart,Georgia,118.664647,,
13261,Sumter,Georgia,94.5408645,,
13263,Talbot,Georgia,167.820241,,
13265,Taliaferro,Georgia,225.3790691,,
13267,Tattnall,Georgia,207.3791147,,
13269,Taylor,Georgia,142.8686316,,
13271,Telfair,Georgia,148.321987,,
13273,Terrell,Georgia,62.88077629,,
13275,Thomas,Georgia,132.3028621,,
13277,Tift,Georgia,132.8266303,,
13279,Toombs,Georgia,162.5651718,,
13281,Towns,Georgia,202.5026397,,
13283,Treutlen,Georgia,168.6569647,,
13285,Troup,Georgia,216.9710547,,
13287,Turner,Georgia,63.34215084,,
13289,Twiggs,Georgia,114.1088496,,
13291,Union,Georgia,129.473801,,
13293,Upson,Georgia,175.311118,,
13295,Walker,Georgia,88.73550066,,
13297,Walton,Georgia,84.28613412,,
13299,Ware,Georgia,165.9663207,,
13301,Warren,Georgia,71.00296028,,
13303,Washington,Georgia,145.4152462,,
13305,Wayne,Georgia,49.7028111,,
13307,Webster,Georgia,148.0205774,,
13309,Wheeler,Georgia,106.5686046,,
13311,White,Georgia,97.24466806,,
13313,Whitfield,Georgia,172.3927892,,
13315,Wilcox,Georgia,111.4861087,,
13317,Wilkes,Georgia,128.7245387,,
13319,Wilkinson,Georgia,162.0691719,,
13321,Worth,Georgia,170.2401594,,
15001,Hawaii,Hawaii,152.2333924,,
15003,Honolulu,Hawaii,110.9033419,,
15007,Kauai,Hawaii,231.6162033,,
15009,Maui,Hawaii,183.578726,,
16001,Ada,Idaho,181.0123429,,
16003,Adams,Idaho,152.9363155,,
16005,Bannock,Idaho,171.4260205,,
16007,Bear Lake,Idaho,175.6998984,,
16009,Benewah,Idaho,230.9043261,,
16011,Bingham,Idaho,180.7085337,,
16013,Blaine,Idaho,207.7736292,,
16015,Boise,Idaho,107.3495326,,
16017,Bonner,Idaho,133.6378727,,
16019,Bonneville,Idaho,65.7951001,,
16021,Boundary,Idaho,146.3510368,,
16023,Butte,Idaho,163.8488843,,
16025,Camas,Idaho,132.2385052,,
16027,Canyon,Idaho,157.8254271,,
16029,Caribou,Idaho,107.0437286,,
16031,Cassia,Idaho,122.7048963,,
16033,Clark,Idaho,86.4178058,,
16035,Clearwater,Idaho,164.5766055,,
16037,Custer,Idaho,103.5468825,,
16039,Elmore,Idaho,155.0822686,,
16041,Franklin,Idaho,187.5832692,,
16043,Fremont,Idaho,112.8568604,,
16045,Gem,Idaho,141.1900786,,
16047,Gooding,Idaho,97.45579387,,
16049,Idaho,Idaho,151.7850715,,
16051,Jefferson,Idaho,77.00570558,,
16053,Jerome,Idaho,75.35921291,,
16055,Kootenai,Idaho,223.5258084,,
16057,Latah,Idaho,161.4214397,,
16059,Lemhi,Idaho,102.7735438,,
16061,Lewis,Idaho,149.3383844,,
16063,Lincoln,Idaho,265.976198,,
16065,Madison,Idaho,113.9341369,,
16067,Minidoka,Idaho,98.78678643,,
16069,Nez Perce,Idaho,167.3229593,,
16071,Oneida,Idaho,66.24417577,,
16073,Owyhee,Idaho,182.8126383,,
16075,Payette,Idaho,154.9066245,,
16077,Power,Idaho,19.14644098,,
16079,Shoshone,Idaho,174.8204667,,
16081,Teton,Idaho,189.7652854,,
16083,Twin Falls,Idaho,70.7898886,,
16085,Valley,Idaho,108.6570528,,
16087,Washington,Idaho,186.3410092,,
17001,Adams,Illinois,114.8174023,,
17003,Alexander,Illinois,128.5022809,,
17005,Bond,Illinois,170.743471,,
17007,Boone,Illinois,97.76092709,,
17009,Brown,Illinois,39.09455475,,
17011,Bureau,Illinois,94.19760286,,
17013,Calhoun,Illinois,215.6250082,,
17015,Carroll,Illinois,163.3179516,,
17017,Cass,Illinois,177.7655735,,
17019,Champaign,Illinois,185.4414173,,
17021,Christian,Illinois,225.5190561,,
17023,Clark,Illinois,149.7360182,,
17025,Clay,Illinois,80.31700336,,
17027,Clinton,Illinois,191.0713354,,
17029,Coles,Illinois,155.7030354,,
17031,Cook,Illinois,68.67305522,,
17033,Crawford,Illinois,120.867103,,
17035,Cumberland,Illinois,168.4500381,,
17037,De Kalb,Illinois,81.54119049,,
17039,Dewitt,Illinois,146.8993877,,
17041,Douglas,Illinois,154.9593043,,
17043,Du Page,Illinois,201.423605,,
17045,Edgar,Illinois,207.4811001,,
17047,Edwards,Illinois,120.8392376,,
17049,Effingham,Illinois,145.9334788,,
17051,Fayette,Illinois,207.7678663,,
17053,Ford,Illinois,192.2268334,,
17055,Franklin,Illinois,152.6808968,,
17057,Fulton,Illinois,142.3902799,,
17059,Gallatin,Illinois,113.2674852,,
17061,Greene,Illinois,103.4662527,,
17063,Grundy,Illinois,181.4154667,,
17065,Hamilton,Illinois,60.86231156,,
17067,Hancock,Illinois,169.9392724,,
17069,Hardin,Illinois,153.5934337,,
17071,Henderson,Illinois,162.2581075,,
17073,Henry,Illinois,97.0735593,,
17075,Iroquois,Illinois,107.3498584,,
17077,Jackson,Illinois,74.34822156,,
17079,Jasper,Illinois,108.5309633,,
17081,Jefferson,Illinois,62.65982122,,
17083,Jersey,Illinois,162.7181096,,
17085,Jo Daviess,Illinois,46.94795556,,
17087,Johnson,Illinois,204.2190216,,
17089,Kane,Illinois,190.003255,,
17091,Kankakee,Illinois,100.3822187,,
17093,Kendall,Illinois,177.8146406,,
17095,Knox,Illinois,201.7695494,,
17097,Lake,Illinois,85.43535296,,
17099,La Salle,Illinois,178.210134,,
17101,Lawrence,Illinois,92.17947084,,
17103,Lee,Illinois,94.36466347,,
17105,Livingston,Illinois,147.3186704,,
17107,Logan,Illinois,167.7091928,,
17109,McDonough,Illinois,48.0287851,,
17111,McHenry,Illinois,144.1954264,,
17113,Mclean,Illinois,180.0276833,,
17115,Macon,Illinois,96.25370179,,
17117,Macoupin,Illinois,67.68973227,,
17119,Madison,Illinois,136.5981205,,
17121,Marion,Illinois,207.1986007,,
17123,Marshall,Illinois,123.5057215,,
17125,Mason,Illinois,204.8427997,,
17127,Massac,Illinois,74.54698175,,
17129,Menard,Illinois,171.0159493,,
17131,Mercer,Illinois,204.5467028,,
17133,Monroe,Illinois,6.916173769,,
17135,Montgomery,Illinois,179.5531794,,
17137,Morgan,Illinois,101.8129548,,
17139,Moultrie,Illinois,48.27239317,,
17141,Ogle,Illinois,110.9737945,,
17143,Peoria,Illinois,50.62221995,,
17145,Perry,Illinois,75.05891446,,
17147,Piatt,Illinois,46.20198239,,
17149,Pike,Illinois,225.8749757,,
17151,Pope,Illinois,92.26349102,,
17153,Pulaski,Illinois,134.2682287,,
