geo,Name,State,Value,Percent
1091,Marengo,Alabama,76.60955307,NA
1093,Marion,Alabama,177.6121993,NA
1095,Marshall,Alabama,127.7906069,NA
1097,Mobile,Alabama,175.9383216,NA
1099,Monroe,Alabama,96.42772997,NA
1101,Montgomery,Alabama,108.9810622,0.02584416
1103,Morgan,Alabama,215.2118717,NA
1105,Perry,Alabama,100.4056912,NA
1107,Pickens,Alabama,143.9860778,NA
1109,Pike,Alabama,161.4572895,NA
1111,Randolph,Alabama,168.0405843,NA
1113,Russell,Alabama,185.0032007,NA
1115,St Clair,Alabama,161.4670179,NA
1117,Shelby,Alabama,129.162539,NA
1119,Sumter,Alabama,149.0856462,NA
1121,Talladega,Alabama,122.6602855,NA
1123,Tallapoosa,Alabama,152.7907003,NA
1125,Tuscaloosa,Alabama,158.1361151,NA
1127,Walker,Alabama,229.8594277,NA
1129,Washington,Alabama,213.7177193,NA
1131,Wilcox,Alabama,254.2425128,NA
1133,Winston,Alabama,47.96860096,0.822794454
2013,Aleutians East,Alaska,217.1182389,NA
2016,Aleutians West,Alaska,130.0565593,NA
2020,Anchorage,Alaska,145.4587975,NA
2050,Bethel,Alaska,164.3007333,NA
2060,Bristol Bay,Alaska,132.5176085,NA
2068,Denali,Alaska,199.0747542,NA
2070,Dillingham,Alaska,114.7873395,NA
2090,Fairbanks North Star,Alaska,65.61604165,NA
2100,Haines,Alaska,100.0343155,NA
2110,Juneau,Alaska,37.54754496,NA
2122,Kenai Peninsula,Alaska,209.8562612,NA
2130,Ketchikan Gateway,Alaska,147.374864,NA
2150,Kodiak Island,Alaska,199.3797808,NA
2164,Lake and Peninsula,Alaska,178.5627821,NA
2170,Matanuska Susitna,Alaska,150.8158101,NA
2180,Nome,Alaska,223.4613998,NA
2185,North Slope,Alaska,102.7380557,NA
2188,Northwest Arctic,Alaska,89.95827321,NA
2201,Prince Wales Ketchikan,Alaska,173.0943751,NA
2220,Sitka,Alaska,189.1339777,NA
2232,Skagway Hoonah Angoon,Alaska,129.9032632,NA
2240,Southeast Fairbanks,Alaska,187.6898563,NA
2261,Valdez Cordova,Alaska,142.2480433,NA
2270,Wade Hampton,Alaska,149.5984928,NA
2280,Wrangell Petersburg,Alaska,165.8405383,NA
2282,Yakutat,Alaska,109.0454579,NA
2290,Yukon Koyukuk,Alaska,121.4451595,NA
4001,Apache,Arizona,118.0818082,NA
4003,Cochise,Arizona,111.9465937,NA
4005,Coconino,Arizona,89.79998243,NA
4007,Gila,Arizona,151.1856947,NA
4009,Graham,Arizona,120.7533265,NA
4011,Greenlee,Arizona,126.7071182,NA
4012,La Paz,Arizona,205.6280183,NA
4013,Maricopa,Arizona,139.7022562,NA
4015,Mohave,Arizona,214.0691427,NA
4017,Navajo,Arizona,72.90259009,NA
4019,Pima,Arizona,121.9384962,NA
4021,Pinal,Arizona,128.0574279,NA
4023,Santa Cruz,Arizona,110.3292316,NA
4025,Yavapai,Arizona,114.2108553,NA
4027,Yuma,Arizona,132.2139049,NA
5001,Arkansas,Arkansas,98.06471328,NA
5003,Ashley,Arkansas,118.6611835,NA
5005,Baxter,Arkansas,71.25728444,NA
5007,Benton,Arkansas,188.1166508,NA
5009,Boone,Arkansas,168.682983,NA
5011,Bradley,Arkansas,120.5877269,NA
5013,Calhoun,Arkansas,89.85058808,NA
5015,Carroll,Arkansas,244.1328438,NA
5017,Chicot,Arkansas,103.7241236,NA
5019,Clark,Arkansas,97.91633916,NA
5021,Clay,Arkansas,205.7353508,NA
5023,Cleburne,Arkansas,110.2755478,NA
5025,Cleveland,Arkansas,140.5660385,NA
5027,Columbia,Arkansas,32.63273917,NA
5029,Conway,Arkansas,87.4441955,NA
5031,Craighead,Arkansas,122.0229874,NA
5033,Crawford,Arkansas,154.9037493,NA
5035,Crittenden,Arkansas,163.1422385,NA
5037,Cross,Arkansas,57.29887787,NA
5039,Dallas,Arkansas,260.219594,NA
5041,Desha,Arkansas,106.0275978,NA
5043,Drew,Arkansas,162.2454006,NA
5045,Faulkner,Arkansas,157.6590158,NA
5047,Franklin,Arkansas,85.41298123,NA
5049,Fulton,Arkansas,129.4041961,NA
5051,Garland,Arkansas,229.35189,NA
5053,Grant,Arkansas,43.56764622,NA
5055,Greene,Arkansas,104.2725148,NA
5057,Hempstead,Arkansas,106.6166969,NA
5059,Hot Spring,Arkansas,110.8890412,NA
5061,Howard,Arkansas,170.0140388,NA
5063,Independence,Arkansas,116.3782643,NA
5065,Izard,Arkansas,121.9840441,NA
5067,Jackson,Arkansas,181.0185973,NA
5069,Jefferson,Arkansas,113.0353098,NA
5071,Johnson,Arkansas,173.2913186,NA
5073,Lafayette,Arkansas,205.1832105,NA
5075,Lawrence,Arkansas,101.1813471,NA
5077,Lee,Arkansas,135.6547216,NA
5079,Lincoln,Arkansas,58.46448739,NA
5081,Little River,Arkansas,136.5812317,NA
5083,Logan,Arkansas,151.4013636,NA
5085,Lonoke,Arkansas,119.2024398,NA
5087,Madison,Arkansas,8.78310409,NA
5089,Marion,Arkansas,38.52479804,NA
5091,Miller,Arkansas,122.1343799,NA
5093,Mississippi,Arkansas,120.9563603,NA
5095,Monroe,Arkansas,233.0101621,NA
5099,Nevada,Arkansas,163.4369538,NA
5101,Newton,Arkansas,50.0069691,NA
5103,Ouachita,Arkansas,158.3378533,NA
5105,Perry,Arkansas,178.7071448,NA
5107,Phillips,Arkansas,23.63192238,NA
5109,Pike,Arkansas,154.2093832,NA
5111,Poinsett,Arkansas,148.8766077,NA
5113,Polk,Arkansas,142.3040502,NA
5115,Pope,Arkansas,49.57556315,NA
5117,Prairie,Arkansas,124.4060009,NA
5119,Pulaski,Arkansas,159.3512302,NA
5121,Randolph,Arkansas,89.4247268,NA
5123,St Francis,Arkansas,147.9708897,NA
5125,Saline,Arkansas,190.9581474,NA
5127,Scott,Arkansas,135.9330068,NA
5129,Searcy,Arkansas,89.54555722,NA
5131,Sebastian,Arkansas,144.7428839,NA
5133,Sevier,Arkansas,113.7886517,NA
5135,Sharp,Arkansas,124.0570251,NA
5137,Stone,Arkansas,168.480426,NA
5139,Union,Arkansas,98.31049027,NA
5141,Van Buren,Arkansas,160.5486478,NA
5143,Washington,Arkansas,149.5812501,NA
5145,White,Arkansas,162.4273026,NA
5147,Woodruff,Arkansas,92.49562492,NA
5149,Yell,Arkansas,150.0348085,NA
6001,Alameda,California,92.75504683,NA
6003,Alpine,California,193.8153773,NA
6005,Amador,California,192.5697708,NA
6007,Butte,California,171.8750658,NA
6009,Calaveras,California,195.1389157,NA
6011,Colusa,California,131.9302031,NA
6013,Contra Costa,California,253.136754,NA
6015,Del Norte,California,156.8044772,NA
6017,El Dorado,California,138.1586155,NA
6019,Fresno,California,62.96453436,NA
6021,Glenn,California,120.3689754,NA
6023,Humboldt,California,99.28931245,NA
6025,Imperial,California,153.5975399,NA
6027,Inyo,California,90.34757616,NA
6029,Kern,California,149.0756651,NA
6031,Kings,California,150.295745,NA
6033,Lake,California,133.1255546,NA
6035,Lassen,California,47.30090541,NA
6037,Los Angeles,California,113.2636528,NA
6039,Madera,California,159.7321556,NA
6041,Marin,California,134.5615299,NA
6043,Mariposa,California,69.66836091,NA
6045,Mendocino,California,127.465604,NA
6047,Merced,California,58.66447945,NA
6049,Modoc,California,115.1390568,NA
6051,Mono,California,86.42009709,NA
6053,Monterey,California,164.6056957,NA
6055,Napa,California,18.38561869,NA
6057,Nevada,California,236.6982365,NA
6059,Orange,California,184.4366249,NA
6061,Placer,California,163.7168291,NA
6063,Plumas,California,26.99922864,NA
6065,Riverside,California,186.8888905,NA
6067,Sacramento,California,130.1604763,NA
6069,San Benito,California,1.114613249,NA
6071,San Bernardino,California,191.1486798,NA
6073,San Diego,California,106.6968703,NA
6075,San Francisco,California,192.9412308,NA
6077,San Joaquin,California,73.40655836,NA
6079,San Luis Obispo,California,91.0545526,NA
6081,San Mateo,California,221.6996736,NA
6083,Santa Barbara,California,169.7153783,NA
6085,Santa Clara,California,138.3932578,NA
6087,Santa Cruz,California,149.6464266,NA
6089,Shasta,California,157.8363307,NA
6091,Sierra,California,195.620825,NA
6093,Siskiyou,California,116.0791342,NA
6095,Solano,California,112.5946763,NA
6097,Sonoma,California,91.17232569,NA
6099,Stanislaus,California,91.65746759,NA
6101,Sutter,California,84.9215119,NA
6103,Tehama,California,126.9064042,NA
6105,Trinity,California,165.1113235,NA
6107,Tulare,California,170.3534859,NA
6109,Tuolumne,California,60.65638927,NA
6111,Ventura,California,146.3271832,NA
6113,Yolo,California,233.3245336,NA
6115,Yuba,California,142.2914915,NA
8001,Adams,Colorado,123.1156918,NA
8003,Alamosa,Colorado,166.2214787,NA
8005,Arapahoe,Colorado,179.4371827,NA
8007,Archuleta,Colorado,119.7173398,NA
8009,Baca,Colorado,138.3597777,NA
8011,Bent,Colorado,113.4102737,NA
8013,Boulder,Colorado,86.54479965,NA
8014,Broomfield,Colorado,157.5973695,NA
8015,Chaffee,Colorado,145.1730417,NA
8017,Cheyenne,Colorado,129.0405033,NA
8019,Clear Creek,Colorado,139.2887616,NA
8021,Conejos,Colorado,97.67893371,NA
8023,Costilla,Colorado,101.3261087,NA
8025,Crowley,Colorado,121.8998994,NA
8027,Custer,Colorado,163.0376551,NA
8029,Delta,Colorado,120.844233,NA
8031,Denver,Colorado,9.439422897,NA
8033,Dolores,Colorado,192.1641109,NA
8035,Douglas,Colorado,132.0125126,NA
8037,Eagle,Colorado,216.4361541,NA
8039,Elbert,Colorado,93.48709476,NA
8041,El Paso,Colorado,212.8259447,NA
8043,Fremont,Colorado,154.9156292,NA
8045,Garfield,Colorado,215.8463629,NA
8047,Gilpin,Colorado,115.9815756,NA
8049,Grand,Colorado,18.69175455,NA
8051,Gunnison,Colorado,44.65271233,NA
8053,Hinsdale,Colorado,25.46246008,NA
8055,Huerfano,Colorado,140.6101431,NA
8057,Jackson,Colorado,143.8612238,NA
8059,Jefferson,Colorado,133.6399409,NA
8061,Kiowa,Colorado,146.7474593,NA
8063,Kit Carson,Colorado,89.31097602,NA
8065,Lake,Colorado,97.10158684,NA
8067,La Plata,Colorado,71.12903221,NA
8069,Larimer,Colorado,140.6797591,NA
8071,Las Animas,Colorado,125.3526355,NA
8073,Lincoln,Colorado,126.6262132,NA
8075,Logan,Colorado,156.0312024,NA
8077,Mesa,Colorado,124.9333383,NA
8079,Mineral,Colorado,131.3074803,NA
8081,Moffat,Colorado,202.6361946,NA
8083,Montezuma,Colorado,168.8105272,NA
8085,Montrose,Colorado,155.7778706,NA
8087,Morgan,Colorado,75.14806307,NA
8089,Otero,Colorado,141.405932,NA
8091,Ouray,Colorado,147.9289574,NA
8093,Park,Colorado,157.3946685,NA
8095,Phillips,Colorado,97.99043602,NA
8097,Pitkin,Colorado,155.1452613,NA
8099,Prowers,Colorado,74.35916677,NA
8101,Pueblo,Colorado,104.3676382,NA
8103,Rio Blanco,Colorado,27.51874824,NA
8105,Rio Grande,Colorado,115.5819016,NA
8107,Routt,Colorado,111.3229249,NA
8109,Saguache,Colorado,137.5788625,NA
8111,San Juan,Colorado,86.88437724,NA
8113,San Miguel,Colorado,109.1285247,NA
8115,Sedgwick,Colorado,47.25357553,NA
8117,Summit,Colorado,192.6654026,NA
8119,Teller,Colorado,118.8166537,NA
8121,Washington,Colorado,96.7673862,NA
8123,Weld,Colorado,162.1062084,NA
8125,Yuma,Colorado,227.9947737,NA
9001,Fairfield,Connecticut,172.3971179,NA
9003,Hartford,Connecticut,191.6388831,NA
9005,Litchfield,Connecticut,76.55216477,NA
9007,Middlesex,Connecticut,215.5568788,NA
9009,New Haven,Connecticut,115.1903187,NA
9011,New London,Connecticut,134.6963466,NA
9013,Tolland,Connecticut,92.01751203,NA
9015,Windham,Connecticut,145.4790724,NA
10001,Kent,Delaware,105.0859081,NA
10003,New Castle,Delaware,168.0607913,NA
10005,Sussex,Delaware,101.5639031,NA
11001,District of Columbia,District of Columbia,117.2771455,NA
11031,Montgomery,District of Columbia,56.24466961,NA
12001,Alachua,Florida,75.4674811,NA
12003,Baker,Florida,86.81234453,NA
12005,Bay,Florida,100.1568511,NA
12007,Bradford,Florida,127.4047526,NA
12009,Brevard,Florida,163.5692082,NA
12011,Broward,Florida,144.8924301,NA
12013,Calhoun,Florida,53.41454368,NA
12015,Charlotte,Florida,116.8803769,NA
12017,Citrus,Florida,173.7291575,NA
12019,Clay,Florida,172.6494641,NA
12021,Collier,Florida,146.2904865,NA
12023,Columbia,Florida,141.9363623,NA
12027,De Soto,Florida,90.23333151,NA
12029,Dixie,Florida,156.8142389,NA
12031,Duval,Florida,219.690059,NA
12033,Escambia,Florida,110.9870299,NA
12035,Flagler,Florida,144.2333246,NA
12037,Franklin,Florida,126.7913796,NA
12039,Gadsden,Florida,26.18080717,NA
12041,Gilchrist,Florida,189.7449542,NA
12043,Glades,Florida,180.1470665,NA
12045,Gulf,Florida,169.0254155,NA
12047,Hamilton,Florida,75.99848106,NA
12049,Hardee,Florida,93.81146446,NA
12051,Hendry,Florida,157.1082678,NA
12053,Hernando,Florida,53.03625309,NA
12055,Highlands,Florida,157.8849935,NA
12057,Hillsborough,Florida,155.791174,NA
12059,Holmes,Florida,52.13194546,NA
12061,Indian River,Florida,136.1007693,NA
12063,Jackson,Florida,82.98875533,NA
12065,Jefferson,Florida,76.13687729,NA
12067,Lafayette,Florida,151.7438257,NA
12069,Lake,Florida,96.99406373,NA
12071,Lee,Florida,83.72795923,NA
12073,Leon,Florida,63.06146072,NA
12075,Levy,Florida,120.1771242,NA
12077,Liberty,Florida,58.45195002,NA
12079,Madison,Florida,230.7144528,NA
12081,Manatee,Florida,188.8197186,NA
12083,Marion,Florida,224.2238291,NA
12085,Martin,Florida,130.1681262,NA
12086,Miami-Dade,Florida,172.9325422,NA
12087,Monroe,Florida,205.2406579,NA
12089,Nassau,Florida,95.05153838,NA
12091,Okaloosa,Florida,128.8005545,NA
12093,Okeechobee,Florida,98.04571434,NA
12095,Orange,Florida,246.3264642,NA
12097,Osceola,Florida,47.09660236,NA
12099,Palm Beach,Florida,202.4385431,NA
12101,Pasco,Florida,78.57014408,NA
12103,Pinellas,Florida,80.33214882,NA
12105,Polk,Florida,199.9322308,NA
12107,Putnam,Florida,89.12667357,NA
12109,St Johns,Florida,189.8500806,NA
12111,St Lucie,Florida,120.2800997,NA
12113,Santa Rosa,Florida,187.0446334,NA
12115,Sarasota,Florida,119.3005482,NA
12117,Seminole,Florida,111.8077405,NA
12119,Sumter,Florida,106.7477259,NA
12121,Suwannee,Florida,163.7709652,NA
12123,Taylor,Florida,76.70701951,NA
12125,Union,Florida,57.53737998,NA
12127,Volusia,Florida,105.9694277,NA
12129,Wakulla,Florida,68.96287049,NA
12131,Walton,Florida,87.98855483,NA
12133,Washington,Florida,152.4208067,NA
13001,Appling,Georgia,54.34528495,NA
13003,Atkinson,Georgia,160.9800799,NA
13005,Bacon,Georgia,177.9994618,NA
13007,Baker,Georgia,149.7517903,NA
13009,Baldwin,Georgia,104.5609205,NA
13011,Banks,Georgia,90.52536674,NA
13013,Barrow,Georgia,108.4845408,NA
13015,Bartow,Georgia,53.68122621,NA
13017,Ben Hill,Georgia,94.8895655,NA
13019,Berrien,Georgia,104.234071,NA
13021,Bibb,Georgia,178.235625,NA
13023,Bleckley,Georgia,173.876119,NA
13025,Brantley,Georgia,136.733107,NA
13027,Brooks,Georgia,44.58760067,NA
13029,Bryan,Georgia,178.9628671,NA
13031,Bulloch,Georgia,103.3225211,NA
13033,Burke,Georgia,60.59451808,NA
13035,Butts,Georgia,228.6963422,NA
13037,Calhoun,Georgia,245.793338,NA
13039,Camden,Georgia,107.4335818,NA
13043,Candler,Georgia,159.5254161,NA
13045,Carroll,Georgia,169.6970917,NA
13047,Catoosa,Georgia,180.3803844,NA
13049,Charlton,Georgia,113.6738644,NA
13051,Chatham,Georgia,95.3743348,NA
13053,Chattahoochee,Georgia,70.66572991,NA
13055,Chattooga,Georgia,190.5922377,NA
13057,Cherokee,Georgia,94.12279389,NA
13059,Clarke,Georgia,194.0986734,NA
13061,Clay,Georgia,45.20850221,NA
13063,Clayton,Georgia,88.1968002,NA
13065,Clinch,Georgia,115.6015693,NA
13067,Cobb,Georgia,224.8222329,NA
13069,Coffee,Georgia,111.2923092,NA
13071,Colquitt,Georgia,134.264011,NA
13073,Columbia,Georgia,46.60944591,NA
13075,Cook,Georgia,123.6112475,NA
13077,Coweta,Georgia,86.2955132,NA
13079,Crawford,Georgia,135.0556289,NA
13081,Crisp,Georgia,154.0621619,NA
13083,Dade,Georgia,102.8164429,NA
13085,Dawson,Georgia,80.0567955,NA
13087,Decatur,Georgia,37.17988682,NA
13089,De Kalb,Georgia,162.1090348,NA
13091,Dodge,Georgia,158.4410774,NA
13093,Dooly,Georgia,143.9203405,NA
13095,Dougherty,Georgia,77.26259416,NA
13097,Douglas,Georgia,72.20944846,NA
13099,Early,Georgia,74.05727746,NA
13101,Echols,Georgia,76.45540876,NA
13103,Effingham,Georgia,140.675393,NA
13105,Elbert,Georgia,153.7501173,NA
13107,Emanuel,Georgia,92.28520523,NA
13109,Evans,Georgia,110.6737057,NA
13111,Fannin,Georgia,128.5517817,NA
13113,Fayette,Georgia,192.3320844,NA
13115,Floyd,Georgia,158.8145011,NA
13117,Forsyth,Georgia,142.6636234,NA
13119,Franklin,Georgia,159.9559922,NA
13121,Fulton,Georgia,189.8111323,NA
13123,Gilmer,Georgia,112.5232,NA
13125,Glascock,Georgia,154.559067,NA
13127,Glynn,Georgia,71.04201927,NA
13129,Gordon,Georgia,141.5312017,NA
13131,Grady,Georgia,139.9825415,NA
13133,Greene,Georgia,120.0830704,NA
13135,Gwinnett,Georgia,180.3381382,NA
13137,Habersham,Georgia,116.9170914,NA
13139,Hall,Georgia,142.442267,NA
13141,Hancock,Georgia,202.0175319,NA
13143,Haralson,Georgia,201.1172455,NA
13145,Harris,Georgia,174.5576604,NA
13147,Hart,Georgia,211.2748797,NA
13149,Heard,Georgia,147.2751995,NA
13151,Henry,Georgia,77.00676159,NA
13153,Houston,Georgia,102.0201448,NA
13155,Irwin,Georgia,160.72467,NA
13157,Jackson,Georgia,41.35125114,NA
13159,Jasper,Georgia,175.9611698,NA
13161,Jeff Davis,Georgia,218.4109657,NA
13163,Jefferson,Georgia,72.99758691,NA
13165,Jenkins,Georgia,40.16775301,NA
13167,Johnson,Georgia,116.7587901,NA
13169,Jones,Georgia,161.9451825,NA
13171,Lamar,Georgia,101.2932667,NA
13173,Lanier,Georgia,186.5214676,NA
13175,Laurens,Georgia,186.9987589,NA
13177,Lee,Georgia,225.2967057,NA
13179,Liberty,Georgia,138.8586669,NA
13181,Lincoln,Georgia,146.4172497,NA
13183,Long,Georgia,178.4684643,NA
13185,Lowndes,Georgia,87.82954086,NA
13187,Lumpkin,Georgia,183.4229664,NA
13189,McDuffie,Georgia,174.7854085,NA
13191,McIntosh,Georgia,15.15246021,NA
13193,Macon,Georgia,106.5837295,NA
13195,Madison,Georgia,228.6878337,NA
13197,Marion,Georgia,112.2661884,NA
13199,Meriwether,Georgia,91.8561495,NA
13201,Miller,Georgia,116.5531506,NA
13205,Mitchell,Georgia,204.4986442,NA
13207,Monroe,Georgia,89.15123632,NA
13209,Montgomery,Georgia,101.5000333,NA
13211,Morgan,Georgia,100.8914561,NA
13213,Murray,Georgia,172.7220088,NA
13215,Muscogee,Georgia,73.99425293,NA
13217,Newton,Georgia,44.97996922,NA
13219,Oconee,Georgia,119.5856876,NA
13221,Oglethorpe,Georgia,109.3933409,NA
13223,Paulding,Georgia,171.2302365,NA
13225,Peach,Georgia,101.4751186,NA
13227,Pickens,Georgia,97.48523486,NA
13229,Pierce,Georgia,178.8085027,NA
13231,Pike,Georgia,215.0077569,NA
13233,Polk,Georgia,42.0437539,NA
13235,Pulaski,Georgia,57.08656168,NA
13237,Putnam,Georgia,111.2129456,NA
13239,Quitman,Georgia,266.5488114,NA
13241,Rabun,Georgia,152.8857485,NA
13243,Randolph,Georgia,43.8663153,NA
13245,Richmond,Georgia,247.7787265,NA
13247,Rockdale,Georgia,147.16874,NA
13249,Schley,Georgia,149.6390235,NA
13251,Screven,Georgia,116.3087514,NA
13253,Seminole,Georgia,80.0701231,NA
13255,Spalding,Georgia,60.53505033,NA
13257,Stephens,Georgia,117.9144985,NA
13259,Stewart,Georgia,118.664647,NA
13261,Sumter,Georgia,94.5408645,NA
13263,Talbot,Georgia,167.820241,NA
13265,Taliaferro,Georgia,225.3790691,NA
13267,Tattnall,Georgia,207.3791147,NA
13269,Taylor,Georgia,142.8686316,NA
13271,Telfair,Georgia,148.321987,NA
13273,Terrell,Georgia,62.88077629,NA
13275,Thomas,Georgia,132.3028621,NA
13277,Tift,Georgia,132.8266303,NA
13279,Toombs,Georgia,162.5651718,NA
13281,Towns,Georgia,202.5026397,NA
13283,Treutlen,Georgia,168.6569647,NA
13285,Troup,Georgia,216.9710547,NA
13287,Turner,Georgia,63.34215084,NA
13289,Twiggs,Georgia,114.1088496,NA
13291,Union,Georgia,129.473801,NA
13293,Upson,Georgia,175.311118,NA
13295,Walker,Georgia,88.73550066,NA
13297,Walton,Georgia,84.28613412,NA
13299,Ware,Georgia,165.9663207,NA
13301,Warren,Georgia,71.00296028,NA
13303,Washington,Georgia,145.4152462,NA
13305,Wayne,Georgia,49.7028111,NA
13307,Webster,Georgia,148.0205774,NA
13309,Wheeler,Georgia,106.5686046,NA
13311,White,Georgia,97.24466806,NA
13313,Whitfield,Georgia,172.3927892,NA
13315,Wilcox,Georgia,111.4861087,NA
13317,Wilkes,Georgia,128.7245387,NA
13319,Wilkinson,Georgia,162.0691719,NA
13321,Worth,Georgia,170.2401594,NA
15001,Hawaii,Hawaii,152.2333924,NA
15003,Honolulu,Hawaii,110.9033419,NA
15007,Kauai,Hawaii,231.6162033,NA
15009,Maui,Hawaii,183.578726,NA
16001,Ada,Idaho,181.0123429,NA
16003,Adams,Idaho,152.9363155,NA
16005,Bannock,Idaho,171.4260205,NA
16007,Bear Lake,Idaho,175.6998984,NA
16009,Benewah,Idaho,230.9043261,NA
16011,Bingham,Idaho,180.7085337,NA
16013,Blaine,Idaho,207.7736292,NA
16015,Boise,Idaho,107.3495326,NA
16017,Bonner,Idaho,133.6378727,NA
16019,Bonneville,Idaho,65.7951001,NA
16021,Boundary,Idaho,146.3510368,NA
16023,Butte,Idaho,163.8488843,NA
16025,Camas,Idaho,132.2385052,NA
16027,Canyon,Idaho,157.8254271,NA
16029,Caribou,Idaho,107.0437286,NA
16031,Cassia,Idaho,122.7048963,NA
16033,Clark,Idaho,86.4178058,NA
16035,Clearwater,Idaho,164.5766055,NA
16037,Custer,Idaho,103.5468825,NA
16039,Elmore,Idaho,155.0822686,NA
16041,Franklin,Idaho,187.5832692,NA
16043,Fremont,Idaho,112.8568604,NA
16045,Gem,Idaho,141.1900786,NA
16047,Gooding,Idaho,97.45579387,NA
16049,Idaho,Idaho,151.7850715,NA
16051,Jefferson,Idaho,77.00570558,NA
16053,Jerome,Idaho,75.35921291,NA
16055,Kootenai,Idaho,223.5258084,NA
16057,Latah,Idaho,161.4214397,NA
16059,Lemhi,Idaho,102.7735438,NA
16061,Lewis,Idaho,149.3383844,NA
16063,Lincoln,Idaho,265.976198,NA
16065,Madison,Idaho,113.9341369,NA
16067,Minidoka,Idaho,98.78678643,NA
16069,Nez Perce,Idaho,167.3229593,NA
16071,Oneida,Idaho,66.24417577,NA
16073,Owyhee,Idaho,182.8126383,NA
16075,Payette,Idaho,154.9066245,NA
16077,Power,Idaho,19.14644098,NA
16079,Shoshone,Idaho,174.8204667,NA
16081,Teton,Idaho,189.7652854,NA
16083,Twin Falls,Idaho,70.7898886,NA
16085,Valley,Idaho,108.6570528,NA
16087,Washington,Idaho,186.3410092,NA
17001,Adams,Illinois,114.8174023,NA
17003,Alexander,Illinois,128.5022809,NA
17005,Bond,Illinois,170.743471,NA
17007,Boone,Illinois,97.76092709,NA
17009,Brown,Illinois,39.09455475,NA
17011,Bureau,Illinois,94.19760286,NA
17013,Calhoun,Illinois,215.6250082,NA
17015,Carroll,Illinois,163.3179516,NA
17017,Cass,Illinois,177.7655735,NA
17019,Champaign,Illinois,185.4414173,NA
17021,Christian,Illinois,225.5190561,NA
17023,Clark,Illinois,149.7360182,NA
17025,Clay,Illinois,80.31700336,NA
17027,Clinton,Illinois,191.0713354,NA
17029,Coles,Illinois,155.7030354,NA
17031,Cook,Illinois,68.67305522,NA
17033,Crawford,Illinois,120.867103,NA
17035,Cumberland,Illinois,168.4500381,NA
17037,De Kalb,Illinois,81.54119049,NA
17039,Dewitt,Illinois,146.8993877,NA
17041,Douglas,Illinois,154.9593043,NA
17043,Du Page,Illinois,201.423605,NA
17045,Edgar,Illinois,207.4811001,NA
17047,Edwards,Illinois,120.8392376,NA
17049,Effingham,Illinois,145.9334788,NA
17051,Fayette,Illinois,207.7678663,NA
17053,Ford,Illinois,192.2268334,NA
17055,Franklin,Illinois,152.6808968,NA
17057,Fulton,Illinois,142.3902799,NA
17059,Gallatin,Illinois,113.2674852,NA
17061,Greene,Illinois,103.4662527,NA
17063,Grundy,Illinois,181.4154667,NA
17065,Hamilton,Illinois,60.86231156,NA
17067,Hancock,Illinois,169.9392724,NA
17069,Hardin,Illinois,153.5934337,NA
17071,Henderson,Illinois,162.2581075,NA
17073,Henry,Illinois,97.0735593,NA
17075,Iroquois,Illinois,107.3498584,NA
17077,Jackson,Illinois,74.34822156,NA
17079,Jasper,Illinois,108.5309633,NA
17081,Jefferson,Illinois,62.65982122,NA
17083,Jersey,Illinois,162.7181096,NA
17085,Jo Daviess,Illinois,46.94795556,NA
17087,Johnson,Illinois,204.2190216,NA
